SELLER_GSTIN,PURCHASER_GSTIN,FILING_PERIOD,INVOICE_NUM,INVOICE_DATE,QUANTITY,TAXABLE_AMOUNT,TAX_RATE,CGST,SGST,IGST,CESS
8749F52DE8,4C65A0179D,012018,SCS/1718/09/2084,2018-01-04,1,26132.63,5,,,1306.63,0.0
7505EF1EFB,C84788CD6E,012018,10000CA18V9259,2018-01-29,1801,900.0,18,81.0,81.0,,0.0
2242D4F292,A8AE15C1E6,012018,ST3680004532,2018-01-05,1201,332330.4,12,,,39879.65,0.0
5DA0527958,9460E90BF6,012018,ATS/JAN-18/6052,2018-01-15,2,5820.0,18,523.8,523.8,,0.0
CED3A7832E,04C012D0EA,012018,9582067858,2018-01-19,2,963450.0,28,,,269766.0,
824D0342B8,41F3BC2A95,012018,MD/1718/1289,2018-01-24,501,1522331.2,5,,,76116.56,0.0
B64AAF6835,FA8D45A223,012018,8953023283,2018-01-01,1,67067.25,28,0.0,0.0,18778.83,0.0
44C4210B8E,7CA7CE4F20,012018,57I/11011464,2018-01-31,2,44100.0,18,3969.0,3969.0,,0.0
48880B72AF,BDB90624A0,012018,S27MUMDP18019760,2018-01-18,1,300.0,12,0.0,0.0,36.0,0.0
0B1F7470CA,47B312026B,012018,1117148789,2018-01-04,1,4058939.29,28,,,1136503.0,
F4E518B376,5B96FFE767,012018,BillNo-CA/B/10,2018-01-10,1800,45500.0,18,4095.0,4095.0,,
0FF6759AB7,EAEB4709CB,012018,4540076941,2018-01-07,1,804513.65,5,,,40225.68,
73D046461A,46B6261B27,012018,JT/1714,2018-01-20,1,40178.58,12,2410.71,2410.71,,0.0
7505EF1EFB,82B214A192,012018,9405,2018-01-04,2801,2692.96,28,377.01,377.01,,0.0
25494F79FA,DA0A0DFAB7,012018,MAP1803134773430,2018-01-31,1,1055.65,18,,,190.02,
C0CDC4F754,CA2B65EED4,012018,CHD7102258,2018-01-02,1,292.0,18,,,52.56,0.0
0F08B6DF08,45B61EA6AC,012018,MHIN3-021017893,2018-01-31,1801,86317.0,18,,,15537.06,0.0
B017546699,A4D4E3C4DE,012018,W7001110118P-0,2018-01-11,102,202730.0,28,28382.2,28382.2,0.0,0.0
B64AAF6835,0379FAAB49,012018,GIPL170560,2018-01-29,501,137158.6,5,,,6857.93,0.0
6920AA6331,B3E083CAB4,012018,GS/NA/0830,2018-01-29,501,970870.0,5,,,48543.5,0.0
A5227F3731,90AB5409E1,012018,H-10,2018-01-25,101,34000.0,18,3060.0,3060.0,0.0,0.0
8749F52DE8,9A5AB481E9,012018,GSTCCPI32,2018-01-10,1801,52728.09,18,4745.53,4745.53,,0.0
65B11036F4,D76020945C,012018,109,2018-01-12,1201,488.49,12,,,58.62,0.0
824D0342B8,87862601C2,012018,921811349,2018-01-05,1,3109251.0,18,0.0,0.0,559665.18,0.0
446822C03B,10F39EBDD1,012018,2096,2018-01-08,1,172183.68,18,,,30993.06,0.0
A515052EAE,98255E42C7,012018,8813648,2018-01-05,1801,13281.72,18,,,2390.71,0.0
62CD3BF990,62CB2D3C4D,012018,GSTV-13476,2018-01-12,1801,3484.4,18,313.6,313.6,,0.0
86DFEB0A3F,3CFC218C41,012018,PB1100055950,2018-01-30,1801,635712.36,18,57214.11,57214.11,,0.0
2DCA4E61B2,69E6177B95,012018,9995008206,2018-01-01,1,2579310.0,12,0.0,0.0,309517.2,0.0
5DA0527958,1B430C667D,012018,ICN-2017-18-4146,2018-01-31,1801,5820.0,18,,,1047.6,0.0
D549CF5003,E34EB227D9,012018,46,2018-01-31,1800,23061.0,18,2075.49,2075.49,,
0F08B6DF08,E306607037,012018,2118702230004872,2018-01-17,1,5166.73,18,0.0,0.0,930.01,0.0
62CD3BF990,79555279E7,012018,05025,2018-01-16,1,12573.0,12,754.38,754.38,,0.0
80E18AC42B,69E6177B95,012018,9995008250,2018-01-27,1,360773.25,12,0.0,0.0,43292.79,0.0
80E18AC42B,144C638380,012018,9050727349,2018-01-23,1,85821.0,12,0.0,0.0,10298.52,0.0
2B8494EEE3,5D2B474AB5,012018,1705029715,2018-01-27,1,2624420.0,28,0.0,0.0,734837.6,78732.6
C87EDD8683,84C0482D7C,012018,INVKA0000004932,2018-01-05,1801,8879.0,18,,,1598.22,0.0
62DA42E293,2AEAF1C978,012018,TL29T18/26297,2018-01-02,1801,1925660.68,18,,,346618.92,0.0
B64AAF6835,FA8D45A223,012018,8953028676,2018-01-30,1,113328.5,28,0.0,0.0,31731.98,0.0
5DA0527958,E53FEB2CEB,012018,MT/GJ10547/1718,2018-01-08,1801,4700.0,18,,,846.0,0.0
C9202698C4,E382D5165F,012018,HP772409464,2018-01-25,1,619877.83,18,0.0,0.0,111578.01,0.0
C1C058DFB2,3FD3824118,012018,1620,2018-01-08,1800,5000.0,18,,,900.0,
B64AAF6835,FA8D45A223,012018,8953028327,2018-01-28,1,112914.0,28,0.0,0.0,31615.92,0.0
8381D0626D,8832B66E0C,012018,18800073,2018-01-04,1801,94716.0,18,,,17048.88,0.0
B64AAF6835,FA8D45A223,012018,8952031003,2018-01-13,1,38768.1,28,0.0,0.0,10855.07,0.0
65B11036F4,9C4D90FB60,012018,18/207/BO/269,2018-01-20,1801,144903.76,18,13041.34,13041.34,,0.0
B64AAF6835,FA8D45A223,012018,8953028499,2018-01-29,1,65671.65,28,0.0,0.0,18388.06,0.0
2B8494EEE3,EF530DF8F5,012018,TOGN-14745,2018-01-14,1,10000.0,28,1400.0,1400.0,0.0,0.0
B64AAF6835,FA8D45A223,012018,8953026980,2018-01-21,1,67067.25,28,0.0,0.0,18778.83,0.0
62DA42E293,22B3320234,012018,2017-18/GST/44,2018-01-01,1800,5500.0,18,,,990.0,
CADC29DB4C,23473A935F,012018,6730,2018-01-29,2801,4554.0,28,637.56,637.56,,0.0
7505EF1EFB,82B214A192,012018,A9610,2018-01-11,1801,660.0,18,59.4,59.4,,0.0
F4F23F71CC,5BE3D3B917,012018,IPB00DDLE0020307,2018-01-17,1,1200.0,18,108.0,108.0,,
BE46B01E78,D3CFB6E8EA,012018,2702849670,2018-01-30,1,772804.42,12,0.0,0.0,92736.53,0.0
65B11036F4,CACD76C2F8,012018,325,2018-01-02,1801,121329.0,18,,,21839.22,0.0
FC98F4B861,ECEDEBFFD8,012018,197346,2018-01-31,1801,4500.0,18,,,810.0,0.0
86DFEB0A3F,D4DAD6D5DC,012018,14546GT17003556,2018-01-25,1,1575000.0,18,,,283500.0,0.0
44C4210B8E,FF8FCB55FB,012018,IH718625,2018-01-10,2,240.0,18,,,43.2,0.0
F4F23F71CC,5BE3D3B917,012018,IPB00DDLE0021547,2018-01-30,1,3600.0,18,324.0,324.0,,
5A4FC8F226,AA67FDC3A6,012018,04B045/21039,2018-01-14,1,41372.14,5,,,2068.61,5784.0
79D06279B2,B60C2F307C,012018,00120E117002162,2018-01-29,1801,6210.0,18,,,1117.8,0.0
8749F52DE8,03F3AAF37F,012018,83560650812,2018-01-18,2,48502.0,28,6790.28,6790.28,,0.0
9A21A08AE9,8CE5E33BF9,012018,Essjay/17-18/712,2018-01-09,1800,22254.0,18,,,4005.72,
D549CF5003,E4C96EE5EF,012018,14245,2018-01-07,1,3000.0,18,270.0,270.0,,0.0
E7A5A47B46,8A3A467E72,012018,031801G10007097,2018-01-03,1,8000.01,18,720.0,720.0,,0.0
824D0342B8,79555279E7,012018,04985,2018-01-15,1,72678.8,12,4360.73,4360.73,,0.0
D418B1AEB2,06FC27CD56,012018,5,2018-01-01,1,36542.0,18,3288.78,3288.78,,0.0
62CD3BF990,E1A9CECBBB,012018,DV/17-18/GI305,2018-01-02,1801,18745.0,18,,,3374.1,0.0
776BBCB820,8AC3A23A73,012018,1042,2018-01-30,1800,262245.6,18,,,47204.21,
A5227F3731,ECEDEBFFD8,012018,197221,2018-01-31,1801,21200.0,18,,,3816.0,0.0
5DA0527958,1B430C667D,012018,ICN-2017-18-4072,2018-01-24,1801,2376.5,18,,,427.77,0.0
62CD3BF990,1D916FB203,012018,3702013043,2018-01-11,1801,436696.0,18,,,78605.28,0.0
7505EF1EFB,E14B98D046,012018,DSIARCTD32672,2018-01-19,501,177.2,5,4.43,4.43,,0.0
A7D3CEE190,097923207D,012018,1151840290,2018-01-22,1,28639.29,12,,,3436.71,
CED3A7832E,551DD20BC5,012018,17I3DL1I007930,2018-01-30,1,28374.55,18,0.0,0.0,5107.42,0.0
6920AA6331,47994A1779,012018,L/SLI/18/01723,2018-01-18,501,485434.8,5,,,24271.74,0.0
A688617A12,F887B76D41,012018,FGR/17/P/49405,2018-01-27,1,40000.0,28,0.0,0.0,11200.0,0.0
B64AAF6835,FA8D45A223,012018,8953023431,2018-01-02,1,111778.75,28,0.0,0.0,31298.05,0.0
8381D0626D,038C888B45,012018,5462009246,2018-01-10,1,818461.67,12,,,98215.4,
A5227F3731,5B6249A8AE,012018,LA/ACC/FIN/N/45,2018-01-22,1801,7844.0,18,705.96,705.96,,0.0
C87EDD8683,1311D0C42C,012018,INVUP0000003909,2018-01-24,1801,6004.0,18,,,1080.72,0.0
E7A5A47B46,D674DB91DE,012018,PBS0000003233,2018-01-09,1801,1516.0,18,136.44,136.44,,0.0
D2D5838FE3,7C4AD4C350,012018,2031,2018-01-07,1800,67260.0,18,6053.4,6053.4,,
7EC06C0F12,87DE9C0172,012018,1718F07SNL009282,2018-01-27,1,52500.0,12,,,6300.0,
824D0342B8,0E9DC1A109,012018,3416,2018-01-01,1,2470.0,18,222.3,222.3,,0.0
62CD3BF990,A99F0E58FF,012018,3706037261,2018-01-23,3,3377322.9,18,0.0,0.0,607918.17,
8749F52DE8,07EE2915A6,012018,0133,2018-01-29,1,179319.5,18,,,32277.51,0.0
7EC06C0F12,87DE9C0172,012018,1718F07SNL008979,2018-01-22,1,52500.0,12,,,6300.0,
65B11036F4,F7A5D59BEA,012018,RIUCSUE18000403,2018-01-16,1,4.7,18,0.0,0.0,0.85,0.0
3536A3DD25,E6579CBB25,012018,1897,2018-01-01,1800,63800.0,18,5742.0,5742.0,,
F4E518B376,65B11036F4,012018,4320819904,2018-01-15,1,399.0,18,35.91,35.91,0.0,0.0
2DCA4E61B2,9921FB53D5,012018,JPL/17-18/05275,2018-01-25,1200,96888.0,12,,,11626.56,0.0
A5227F3731,79AA2416B8,012018,LUD/17/TI/G1052,2018-01-09,1801,4554.0,18,409.86,409.86,,0.0
A7215054CB,1B138F42D5,012018,003761,2018-01-05,1,6650.0,18,,,1197.0,0.0
7505EF1EFB,3E0B13F5DF,012018,001/BI/17001595,2018-01-16,1,16670.25,18,1500.32,1500.32,,0.0
8749F52DE8,26E872668D,012018,8304852201867,2018-01-29,1,9712.96,18,874.17,874.17,,0.0
0F08B6DF08,E306607037,012018,2118702230004959,2018-01-19,1,156657.09,18,0.0,0.0,28198.28,0.0
9B80ACFC15,0E19DAAFFC,012018,F-03/0118/0350,2018-01-31,1800,16535.78,18,1488.22,1488.22,,
35595B66EB,E81BC4EE3A,012018,2344FMBIL0008357,2018-01-28,1,60.0,18,5.4,5.4,,0.0
446822C03B,DF70167096,012018,2924,2018-01-06,1,211363.0,18,,,38045.34,0.0
A7215054CB,A8436590AD,012018,17030475,2018-01-20,1800,572191.0,18,51497.19,51497.19,,
C9202698C4,E382D5165F,012018,HP772409257,2018-01-22,1,811301.06,18,0.0,0.0,146034.19,0.0
F4F23F71CC,F24EC14674,012018,SN/IH1718/010088,2018-01-24,3,875.0,18,78.75,78.75,0.0,0.0
6920AA6331,C04864C61E,012018,450,2018-01-02,1,2294829.45,0,0.0,0.0,0.0,0.0
C0CDC4F754,6DD7E70640,012018,M171800000060250,2018-01-01,1801,2134.0,18,,,384.12,0.0
96213E7C2C,EFFF14DCCC,012018,1138455662,2018-01-03,1201,2010.0,12,,,241.2,0.0
B64AAF6835,FA8D45A223,012018,8953023451,2018-01-02,1,67067.25,28,0.0,0.0,18778.83,0.0
8749F52DE8,35C9747545,012018,UTSPL/1718/17308,2018-01-05,1801,32000.0,18,,,5760.0,0.0
5DA0527958,9460E90BF6,012018,ATS/JAN-18/5470,2018-01-06,2,4368.0,18,393.12,393.12,,0.0
39CBE490DA,FBF1E3BB22,012018,IPB179795,2018-01-31,1801,3500.0,18,315.0,315.0,,0.0
B64AAF6835,0379FAAB49,012018,GIPL170548,2018-01-22,501,104365.0,5,,,5218.25,0.0
BFABB4D6D0,233CF82BBA,012018,127/WH/MOP,2018-01-31,1801,9761.0,18,878.49,878.49,,0.0
8749F52DE8,A422A99DA5,012018,09LNS0026100,2018-01-27,1,33534.96,28,,,9389.79,
B64AAF6835,FA8D45A223,012018,8953026819,2018-01-20,1,67067.25,28,0.0,0.0,18778.83,0.0
C1C058DFB2,3FD3824118,012018,1572,2018-01-08,1800,5000.0,18,,,900.0,
0FF6759AB7,EAEB4709CB,012018,4540077015,2018-01-08,1,821707.96,5,,,41085.4,
5DA0527958,9460E90BF6,012018,ATS/JAN-18/5488,2018-01-06,2,4368.0,18,393.12,393.12,,0.0
824D0342B8,87862601C2,012018,921811542,2018-01-15,1,2916435.0,18,0.0,0.0,524958.3,0.0
C44FFF7C7A,26A1AF4A9F,012018,39,2018-01-29,1800,29094.5,18,,,5237.01,
1480269030,68D316FF83,012018,004440048369,2018-01-06,1,38186.12,18,0.0,0.0,6873.5,0.0
96213E7C2C,488B29F5C4,012018,ASGUJSF171810141,2018-01-13,1,13885.0,18,,,2499.3,0.0
776BBCB820,093C2E1B5D,012018,AS/GS2239/17-18,2018-01-09,1,20200.0,18,,,3636.0,0.0
A688617A12,F887B76D41,012018,FGR/17/P/47636,2018-01-21,1,40000.0,28,0.0,0.0,11200.0,0.0
F4F23F71CC,3FA92A70F9,012018,PP/IR1718/001614,2018-01-23,2,176300.0,12,0.0,0.0,21156.0,0.0
A7215054CB,049F644063,012018,149,2018-01-07,101,389661.54,0,0.0,0.0,0.0,0.0
65B11036F4,251B1D593C,012018,INDTP1217GSM3008,2018-01-03,1,660.34,18,,,118.86,
099952F740,B88A199176,012018,RRPB03930,2018-01-31,1,8546.52,18,769.19,769.19,,0.0
C0CDC4F754,CA2B65EED4,012018,CHD7102256,2018-01-02,1,292.0,18,,,52.56,0.0
65B11036F4,53192BE1AC,012018,INDTP1217GSM1513,2018-01-04,1,0.09,18,0.0,0.0,0.02,0.0
C87EDD8683,2B2064FACB,012018,INVTN0000013716,2018-01-05,1801,62434.0,18,,,11238.12,0.0
454B506340,2C7E3156DD,012018,2318,2018-01-20,1,948668.0,5,23716.7,23716.7,,0.0
C1C058DFB2,F0B3C6AB89,012018,T-728,2018-01-16,101,1500.0,18,135.0,135.0,0.0,0.0
D418B1AEB2,9A3DC12E25,012018,20180000000057,2018-01-01,1801,829500.0,18,74655.0,74655.0,,0.0
A5227F3731,B77A5168B0,012018,NDCPB0002081368,2018-01-03,1,810.6,18,72.95,72.95,0.0,0.0
0B1F7470CA,22C6AA23CD,012018,1105040169,2018-01-10,1,877.78,18,,,158.0,
2B8494EEE3,5D2B474AB5,012018,1705029343,2018-01-24,1,7120256.0,28,0.0,0.0,1993671.68,0.0
C1C058DFB2,A83517B656,012018,008568,2018-01-27,1801,13300.0,18,,,2394.0,0.0
099952F740,1C8E655C92,012018,MTH00960,2018-01-12,1801,48236.25,18,4341.26,4341.26,,0.0
CED3A7832E,04C012D0EA,012018,9582064679,2018-01-09,2,64040.0,18,,,11527.2,
78A8EE90F6,93749D7A88,012018,FIE034,2018-01-23,1,19001.0,18,0.0,0.0,3420.18,0.0
3536A3DD25,200872FA6E,012018,2372,2018-01-05,1800,2890.0,18,260.1,260.1,,
824D0342B8,DFB0EEBF27,012018,17290140109816,2018-01-29,1,655319.69,18,0.0,0.0,117957.54,0.0
F4E518B376,EA5C429093,012018,UNI/HDFC/1/31,2018-01-03,1,38000.0,18,3420.0,3420.0,,0.0
F4E518B376,48BE3A00A8,012018,17-12717,2018-01-31,1801,1541.2,18,,,277.42,0.0
6920AA6331,B3E083CAB4,012018,FR/NA/0294,2018-01-17,1801,64500.0,18,,,11610.0,0.0
A7215054CB,D98EFA89BA,012018,STI/17-18/591,2018-01-09,1,2238000.0,5,55950.0,55950.0,,0.0
824D0342B8,95ADE4A3D5,012018,7,2018-01-08,1200,1104660.0,12,,,132559.2,
5A4FC8F226,956A4B854E,012018,MHI185923919147O,2018-01-05,1,5746.0,5,,,287.3,
79D06279B2,015211A37C,012018,1555,2018-01-24,1,420.0,18,37.8,37.8,,
5DA0527958,E53FEB2CEB,012018,MT/GJ10565/1718,2018-01-08,1801,4700.0,18,,,846.0,0.0
446822C03B,10F39EBDD1,012018,2299,2018-01-28,1,172183.68,18,,,30993.06,0.0
BD0CF34039,28951037B7,012018,JAN/94/17-18,2018-01-02,1,15600.0,18,1404.0,1404.0,,0.0
446822C03B,9170ECFB27,012018,17-18/4497,2018-01-20,1801,65927.0,18,,,11866.86,0.0
824D0342B8,E063089BB8,012018,20103100,2018-01-07,501,1127200.0,5,,,56360.0,0.0
0F08B6DF08,E306607037,012018,2118702230004885,2018-01-18,1,2133.58,18,0.0,0.0,384.04,0.0
6920AA6331,472E8627D3,012018,398,2018-01-30,1,1170.0,18,105.3,105.3,,0.0
C15EA8D5A2,F13D0F42B5,012018,104281,2018-01-31,1801,23779.0,18,,,4280.22,0.0
65B11036F4,D51696A935,012018,G20,2018-01-25,1801,162282.2,18,14605.4,14605.4,,0.0
73D046461A,73AF1A438F,012018,BEG-1370,2018-01-15,2801,10937.5,28,1531.25,1531.25,,0.0
B64AAF6835,FA8D45A223,012018,8953026902,2018-01-20,1,111778.75,28,0.0,0.0,31298.05,0.0
8749F52DE8,145123EC13,012018,RA/17-18/178,2018-01-06,1,107663.75,18,9689.74,9689.74,,0.0
73D046461A,4B57D7689F,012018,6437,2018-01-23,1800,4655.0,18,418.95,418.95,,
B64AAF6835,FA8D45A223,012018,8953028658,2018-01-30,1,67067.25,28,0.0,0.0,18778.83,0.0
776BBCB820,C853364A18,012018,121,2018-01-21,1,29641.93,18,2667.77,2667.77,,0.0
B64AAF6835,FA8D45A223,012018,8953026974,2018-01-21,1,111778.75,28,0.0,0.0,31298.05,0.0
F3D1E24350,A62B9D2D0C,012018,0017061996,2018-01-22,1801,139500.0,18,,,25110.0,0.0
82A4AF86FD,81723FC4E3,012018,12968,2018-01-26,1,37716.0,18,3394.44,3394.44,,0.0
D549CF5003,B77A5168B0,012018,NDCPB0002284486,2018-01-04,1,1254.42,18,112.9,112.9,0.0,0.0
6920AA6331,0A9180C890,012018,AM/1718/FRT/0340,2018-01-03,1,67299.26,18,0.0,0.0,12113.87,0.0
2DCA4E61B2,96BCD7898D,012018,RBJ1718/GIS00887,2018-01-16,1,170909.0,5,,,8545.45,0.0
8749F52DE8,6D0233CA33,012018,WP-35,2018-01-10,102,69267.24,28,9697.41,9697.41,0.0,0.0
B64AAF6835,3A231AF03F,012018,8915469313,2018-01-29,1,154647.08,28,0.0,0.0,43301.18,0.0
0F08B6DF08,41074F3B58,012018,2118704230000937,2018-01-19,1,359.31,28,0.0,0.0,100.61,0.0
D418B1AEB2,53893AC503,012018,SDG012,2018-01-30,1800,1281062.0,18,115295.58,115295.58,,
0B1F7470CA,7468AAED7A,012018,1718LBL1002450,2018-01-04,1,432.18,18,38.9,38.9,0.0,0.0
73D046461A,98DF905E72,012018,BFLBONBKDA161708,2018-01-01,1801,27918.0,18,,,5025.24,0.0
A7215054CB,80DA0DA852,012018,SDM133170914,2018-01-18,501,31900.0,5,,,1595.0,0.0
73D046461A,D9D48E8D1E,012018,DM/JAL/INC-02,2018-01-23,1,115636.0,18,10407.24,10407.24,,0.0
D2D5838FE3,71A890893A,012018,78,2018-01-24,1,1326577.5,5,33164.44,33164.44,,0.0
62CD3BF990,6972933667,012018,3701000149,2018-01-05,2,10857.6,12,0.0,0.0,1302.91,
6920AA6331,30868A6388,012018,421,2018-01-04,1,2299149.13,0,0.0,0.0,,0.0
3536A3DD25,582D4C3DBE,012018,73,2018-01-05,1800,178794.0,18,16091.46,16091.46,,
8E3F4A0679,ED1791CE2F,012018,175901638,2018-01-31,1,3462730.0,18,311645.7,311645.7,0.0,0.0
B64AAF6835,FA8D45A223,012018,8953024910,2018-01-10,1,111778.75,28,0.0,0.0,31298.05,0.0
62CD3BF990,657B1CD6F6,012018,3724030219,2018-01-10,1,3926036.4,18,0.0,0.0,706686.55,
0FF6759AB7,EAEB4709CB,012018,4540075412,2018-01-04,1,934494.6,5,,,46724.73,
D2D5838FE3,7F13EC456F,012018,1482,2018-01-27,1,224180.64,18,20176.26,20176.26,,0.0
B017546699,748B9CE1DF,012018,0700186523,2018-01-27,1,1097643.0,28,0.0,0.0,307340.0,0.0
0F08B6DF08,E306607037,012018,2118702230004886,2018-01-18,1,336.07,28,0.0,0.0,94.1,0.0
9A21A08AE9,8CE5E33BF9,012018,Essjay/17-18/695,2018-01-09,1800,2670775.0,18,,,480739.5,
0F08B6DF08,41074F3B58,012018,2118704230000929,2018-01-19,1,27715.79,18,0.0,0.0,4988.84,0.0
F4E518B376,7468AAED7A,012018,1718LBL3003160,2018-01-15,1,135.58,18,12.2,12.2,0.0,0.0
0B1F7470CA,E7F4F90419,012018,1470074682,2018-01-04,1,2833135.71,28,,,793278.0,
2DCA4E61B2,F7EDDEC706,012018,7-B,2018-01-01,1800,171666.0,18,15449.94,15449.94,,
C15EA8D5A2,5DC618FDC0,012018,6012004194,2018-01-17,1801,5470.0,18,,,984.6,0.0
C15EA8D5A2,3A9990694F,012018,R-1694,2018-01-03,1,1844.0,18,165.96,165.96,,0.0
099952F740,1C8E655C92,012018,MTH00899,2018-01-01,1801,2628.21,18,236.54,236.54,,0.0
D549CF5003,B4FA749917,012018,SR-720,2018-01-02,501,20790.0,5,519.75,519.75,,0.0
7505EF1EFB,82B214A192,012018,9610,2018-01-11,2801,1847.66,28,258.67,258.67,,0.0
824D0342B8,B99BEF4513,012018,HP1701005398,2018-01-16,1,87058.93,18,0.0,0.0,15670.61,0.0
6920AA6331,033E02B848,012018,G18/0750,2018-01-07,500,983467.6,5,,,49173.38,
B64AAF6835,FA8D45A223,012018,8953025170,2018-01-11,1,67067.25,28,0.0,0.0,18778.83,0.0
DA889E1B83,2588C207C5,012018,VJ2900338560,2018-01-04,1801,587441.0,18,,,105739.38,0.0
B017546699,437084A8FB,012018,2221,2018-01-24,1,497000.0,28,69580.0,69580.0,0.0,0.0
C57190D82A,9706508CEC,012018,175,2018-01-01,1,4525.0,18,407.25,407.25,,0.0
5DA0527958,F5353C4745,012018,DL/7472/2017-18,2018-01-22,1,2376.5,18,,,427.77,0.0
96213E7C2C,EFFF14DCCC,012018,1138455852,2018-01-12,2801,222179.05,28,,,62210.13,0.0
0FF6759AB7,DFBD8747C2,012018,2160972018000014,2018-01-31,500,7078.85,5,176.97,176.97,,
0F08B6DF08,41074F3B58,012018,2118704230000950,2018-01-24,1,50288.95,18,0.0,0.0,9052.01,0.0
C1C058DFB2,4954D8982D,012018,QACA1718/05038,2018-01-05,1801,10500.0,18,,,1890.0,0.0
C15EA8D5A2,F13D0F42B5,012018,104310,2018-01-31,1801,22145.0,18,,,3986.1,0.0
A2A1EFDBE6,0FF6759AB7,012018,4610042286,2018-01-19,1,42330.4,18,3809.73,3809.73,,
824D0342B8,DFB0EEBF27,012018,17290140110024,2018-01-31,1,909289.82,18,0.0,0.0,163672.17,0.0
C15EA8D5A2,0954D134F3,012018,CSPB0913,2018-01-26,1801,32807.99,18,2952.72,2952.72,,0.0
FAB06B8D5F,EB0A1D048B,012018,GWBTSA/JN0314/18,2018-01-17,1,3523374.0,18,,,634207.32,0.0
5A4FC8F226,08E13A932F,012018,RS1766,2018-01-12,1201,27300.0,12,,,3276.0,0.0
A7D3CEE190,83E801D49D,012018,NZ17-18/2925,2018-01-19,1200,1017755.5,12,,,122130.66,
1480269030,68D316FF83,012018,004440048021,2018-01-04,1,4037.93,18,0.0,0.0,726.83,0.0
A688617A12,7E4B9FB459,012018,FGP/17/P/11030,2018-01-08,2801,157500.0,28,,,44100.0,0.0
446822C03B,DF70167096,012018,2944,2018-01-07,1,204490.0,18,,,36808.2,0.0
D2D5838FE3,809EB38378,012018,MP-R/356,2018-01-03,1800,51633.0,18,4646.97,4646.97,,
D700E408A8,D9D48E8D1E,012018,INV18A001850,2018-01-31,1,788175.22,28,110344.53,110344.53,,157635.04
62CD3BF990,657B1CD6F6,012018,3724028638,2018-01-02,2,306162.35,18,0.0,0.0,55109.23,
BFABB4D6D0,7B5574295A,012018,57,2018-01-01,1801,10440.0,18,939.6,939.6,,0.0
62CD3BF990,D68593B603,012018,3709007518,2018-01-19,1,355680.0,5,0.0,0.0,17784.0,
62CD3BF990,166DBDA68F,012018,2917004308,2018-01-10,1,1362150.0,18,,,245187.0,0.0
B64AAF6835,FA8D45A223,012018,8953026907,2018-01-20,1,67067.25,28,0.0,0.0,18778.83,0.0
446822C03B,21D79BDA25,012018,4017507118,2018-01-20,1800,214502.57,18,,,38610.46,0.0
2DCA4E61B2,8671F7600B,012018,00L637,2018-01-22,1801,235200.0,18,,,42336.0,0.0
7505EF1EFB,FC813D9750,012018,PTK/5980,2018-01-10,1801,8752.54,18,787.73,787.73,,0.0
F4E518B376,D0C57C52FD,012018,3036,2018-01-01,1,2947.0,18,265.23,265.23,,0.0
E9A71DE9AC,4F5D4F2395,012018,830,2018-01-23,1,25188.0,18,,,4534.0,0.0
62CD3BF990,05A220CFEB,012018,500427,2018-01-09,1801,132597.0,18,,,23867.46,0.0
35595B66EB,E81BC4EE3A,012018,2344FMBIL0007743,2018-01-05,1,2711.86,18,244.07,244.07,,0.0
FC98F4B861,50CC6F33D6,012018,1130,2018-01-17,1,389.0,12,23.34,23.34,,0.0
0B1F7470CA,622D69225D,012018,1106059330,2018-01-13,1,2771725.0,28,,,776083.0,
D700E408A8,18FA977FF1,012018,871/2017-18,2018-01-15,1,1054000.0,18,,,189720.0,0.0
5A4FC8F226,AA67FDC3A6,012018,04B045/20380,2018-01-10,1,37852.94,5,,,1892.65,5292.0
C0CDC4F754,CA2B65EED4,012018,CHD7205542,2018-01-27,1,292.0,18,,,52.56,0.0
C57190D82A,4B57D7689F,012018,6317,2018-01-18,1800,5150.0,18,463.5,463.5,,
3536A3DD25,C852326070,012018,DP/1769/17-18,2018-01-22,1,2100.0,18,0.0,0.0,378.0,0.0
A688617A12,F887B76D41,012018,FGS/17/P/20258,2018-01-20,1,120000.0,28,0.0,0.0,33600.0,0.0
9B80ACFC15,65B11036F4,012018,4320823784,2018-01-25,1,248.38,18,22.35,22.35,0.0,0.0
62CD3BF990,A99F0E58FF,012018,3706037966,2018-01-25,1,111020.0,18,0.0,0.0,19983.6,
6920AA6331,430171AB41,012018,168,2018-01-05,1,1536107.0,0,0.0,0.0,,0.0
65B11036F4,13C565ED84,012018,0637,2018-01-20,1801,11547.9,18,,,2078.62,0.0
CADC29DB4C,23473A935F,012018,5875,2018-01-05,2801,1730.0,28,242.2,242.2,,0.0
824D0342B8,60133EB8FF,012018,17182692B,2018-01-31,501,2955415.0,5,73885.38,73885.38,,0.0
A688617A12,F887B76D41,012018,FGS/17/P/18870,2018-01-06,1,220000.0,28,0.0,0.0,61600.0,0.0
A688617A12,F887B76D41,012018,FGS/17/P/19762,2018-01-15,1,120000.0,28,0.0,0.0,33600.0,0.0
C1C058DFB2,4954D8982D,012018,QACA1718/04921,2018-01-03,1801,10500.0,18,,,1890.0,0.0
8749F52DE8,D5AD779678,012018,1920S0000931,2018-01-08,1,228.01,18,,,41.04,
0FF6759AB7,EAEB4709CB,012018,4540085413,2018-01-30,1,815617.76,5,,,40780.89,
C15EA8D5A2,F13D0F42B5,012018,104326,2018-01-31,1801,23779.0,18,,,4280.22,0.0
